issue_date,due_date,return_date,days_on_loan,overdue_status,book_id,book_title,genre,author,borrower_id,borrower_name,borrower_type,borrower_age_group,student_major,student_batch
2023-02-21,2023-03-15,2023-03-03,10.0,Returned On Time,23,Machine Learning Yearning,Science,Author W,10024,Student 24,Student,21-23,Physics,2024
2023-11-27,2023-12-05,2023-12-05,8.0,Returned On Time,1,The Great Gatsby,Fiction,Author A,10020,Student 20,Student,18-20,Psychology,2023
2023-12-26,2024-01-09,2024-01-07,12.0,Returned On Time,32,Macroeconomics,Economics,Author F,10021,Student 21,Student,21-23,Computer Science,2024
2023-07-02,2023-07-25,,,Overdue,40,Brave New World,Philosophy,Author N,10036,Student 36,Student,24-25,Electrical Engineering,2023
2024-11-30,2024-12-27,2024-12-19,19.0,Returned On Time,47,Sense and Sensibility,Economics,Author U,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2024-08-29,2024-09-16,2024-09-16,18.0,Returned On Time,23,Machine Learning Yearning,Science,Author W,10006,Student 6,Student,21-23,History,2022
2023-03-24,2023-04-08,2023-04-01,8.0,Returned On Time,5,The Catcher in the Rye,Mathematics,Author E,10024,Student 24,Student,21-23,Physics,2024
2023-03-14,2023-03-29,2023-03-20,6.0,Returned On Time,20,The Pragmatic Programmer,Economics,Author T,10038,Student 38,Student,21-23,Civil Engineering,2024
2023-02-27,2023-03-21,2023-03-20,21.0,Returned On Time,44,Dracula,Mathematics,Author R,10036,Student 36,Student,24-25,Electrical Engineering,2023
2023-01-20,2023-02-16,2023-02-06,17.0,Returned On Time,34,Freakonomics,Computer Science,Author H,10010,Student 10,Student,21-23,Psychology,2024
2024-01-30,2024-02-09,2024-02-09,10.0,Returned On Time,23,Machine Learning Yearning,Science,Author W,10046,Student 46,Student,18-20,English Literature,2024
2024-08-01,2024-08-16,2024-08-16,15.0,Returned On Time,12,Dune,Science,Author L,10035,Student 35,Student,18-20,Biology,2024
2023-03-22,2023-04-03,2023-04-03,12.0,Returned On Time,2,1984,Science,Author B,10016,Student 16,Student,24-25,Mechanical Engineering,2024
2023-07-06,2023-07-24,2023-07-24,18.0,Returned On Time,21,Introduction to Algorithms,Philosophy,Author U,10031,Student 31,Student,24-25,Mechanical Engineering,2024
2023-07-13,2023-07-22,,,Overdue,12,Dune,Science,Author L,10016,Student 16,Student,24-25,Mechanical Engineering,2024
2023-01-23,2023-02-07,2023-02-07,15.0,Returned On Time,1,The Great Gatsby,Fiction,Author A,10001,Student 1,Student,18-20,Chemistry,2024
2023-06-23,2023-07-14,2023-06-28,5.0,Returned On Time,13,Sapiens: A Brief History of Humankind,Mathematics,Author M,10038,Student 38,Student,21-23,Civil Engineering,2024
2024-01-19,2024-01-26,2024-01-26,7.0,Returned On Time,3,To Kill a Mockingbird,Fiction,Author C,10026,Student 26,Student,24-25,Electrical Engineering,2024
2023-03-21,2023-04-02,2023-03-26,5.0,Returned On Time,47,Sense and Sensibility,Economics,Author U,10046,Student 46,Student,18-20,English Literature,2024
2024-09-21,2024-10-02,2024-10-02,11.0,Returned On Time,13,Sapiens: A Brief History of Humankind,Mathematics,Author M,10011,Student 11,Student,21-23,History,2022
2023-06-03,2023-06-20,2023-06-12,9.0,Returned On Time,46,Treasure Island,Economics,Author T,10015,Student 15,Student,24-25,Computer Science,2024
2024-08-23,2024-09-14,,,Overdue,44,Dracula,Mathematics,Author R,10001,Student 1,Student,18-20,Chemistry,2024
2023-12-08,2023-12-17,,,Overdue,15,"Thinking, Fast and Slow",History,Author O,10030,Student 30,Student,18-20,History,2022
2023-03-08,2023-03-27,2023-03-23,15.0,Returned On Time,38,Outliers,History,Author L,10014,Student 14,Student,18-20,Chemistry,2022
2023-10-12,2023-11-08,2023-10-21,9.0,Returned On Time,42,The Hobbit,Science,Author P,10027,Student 27,Student,21-23,English Literature,2022
2024-05-02,2024-05-28,2024-05-26,24.0,Returned On Time,31,Microeconomics,Fiction,Author E,10009,Student 9,Student,24-25,Sociology,2023
2024-07-17,2024-08-02,,,Overdue,28,The Federalist Papers,Computer Science,Author B,10001,Student 1,Student,18-20,Chemistry,2024
2024-01-07,2024-01-23,,,Overdue,44,Dracula,Mathematics,Author R,10036,Student 36,Student,24-25,Electrical Engineering,2023
2023-10-21,2023-11-15,2023-11-08,18.0,Returned On Time,25,Calculus: Early Transcendentals,Science,Author Y,10043,Student 43,Student,24-25,Biology,2024
2023-12-08,2023-12-20,2023-12-14,6.0,Returned On Time,23,Machine Learning Yearning,Science,Author W,10015,Student 15,Student,24-25,Computer Science,2024
2024-06-26,2024-07-04,2024-07-04,8.0,Returned On Time,47,Sense and Sensibility,Economics,Author U,10045,Student 45,Student,24-25,Physics,2022
2023-11-23,2023-12-06,2023-12-06,13.0,Returned On Time,23,Machine Learning Yearning,Science,Author W,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2024-02-08,2024-03-05,,,Overdue,36,The Art of War,Computer Science,Author J,10031,Student 31,Student,24-25,Mechanical Engineering,2024
2024-03-13,2024-04-05,2024-03-27,14.0,Returned On Time,13,Sapiens: A Brief History of Humankind,Mathematics,Author M,10007,Student 7,Student,21-23,Civil Engineering,2024
2024-05-04,2024-05-19,2024-05-19,15.0,Returned On Time,9,The Odyssey,Philosophy,Author I,10016,Student 16,Student,24-25,Mechanical Engineering,2024
2023-10-10,2023-10-25,2023-10-23,13.0,Returned On Time,37,Meditations,Fiction,Author K,10036,Student 36,Student,24-25,Electrical Engineering,2023
2023-02-25,2023-03-18,2023-03-10,13.0,Returned On Time,33,Nudge,Economics,Author G,10024,Student 24,Student,21-23,Physics,2024
2023-01-11,2023-01-25,2023-01-23,12.0,Returned On Time,28,The Federalist Papers,Computer Science,Author B,10032,Student 32,Student,18-20,English Literature,2023
2024-03-11,2024-04-06,2024-03-20,9.0,Returned On Time,32,Macroeconomics,Economics,Author F,10002,Student 2,Student,21-23,Physics,2022
2023-09-22,2023-10-11,2023-10-03,11.0,Returned On Time,1,The Great Gatsby,Fiction,Author A,10005,Student 5,Student,21-23,Computer Science,2023
2023-02-07,2023-03-02,2023-02-25,18.0,Returned On Time,41,Fahrenheit 451,Philosophy,Author O,10006,Student 6,Student,21-23,History,2022
2024-03-23,2024-03-30,,,Overdue,14,Cosmos,Mathematics,Author N,10041,Student 41,Student,24-25,History,2023
2024-01-16,2024-01-29,2024-01-29,13.0,Returned On Time,5,The Catcher in the Rye,Mathematics,Author E,10048,Student 48,Student,21-23,Economics,2022
2023-06-14,2023-06-24,2023-06-24,10.0,Returned On Time,47,Sense and Sensibility,Economics,Author U,10022,Student 22,Student,24-25,Civil Engineering,2024
2023-05-19,2023-06-14,,,Overdue,2,1984,Science,Author B,10007,Student 7,Student,21-23,Civil Engineering,2024
2023-05-16,2023-06-04,2023-05-21,5.0,Returned On Time,21,Introduction to Algorithms,Philosophy,Author U,10009,Student 9,Student,24-25,Sociology,2023
2023-03-30,2023-04-16,2023-04-05,6.0,Returned On Time,19,Clean Code,Science,Author S,10019,Student 19,Student,24-25,Psychology,2024
2023-12-22,2024-01-05,2023-12-29,7.0,Returned On Time,37,Meditations,Fiction,Author K,10048,Student 48,Student,21-23,Economics,2022
2023-08-02,2023-08-24,2023-08-21,19.0,Returned On Time,29,Democracy in America,Mathematics,Author C,10041,Student 41,Student,24-25,History,2023
2023-04-11,2023-04-26,2023-04-14,3.0,Returned On Time,18,The Elements of Style,History,Author R,10037,Student 37,Student,24-25,Sociology,2022
2024-01-23,2024-02-04,2024-02-03,11.0,Returned On Time,30,The Republic,History,Author D,10028,Student 28,Student,18-20,Mathematics,2024
2024-05-23,2024-06-05,2024-06-05,13.0,Returned On Time,37,Meditations,Fiction,Author K,10017,Student 17,Student,21-23,Sociology,2024
2023-01-22,2023-02-01,2023-02-01,10.0,Returned On Time,6,Moby Dick,Computer Science,Author F,10001,Student 1,Student,18-20,Chemistry,2024
2024-09-30,2024-10-19,2024-10-03,3.0,Returned On Time,23,Machine Learning Yearning,Science,Author W,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2024-01-10,2024-01-25,2024-01-25,15.0,Returned On Time,2,1984,Science,Author B,10016,Student 16,Student,24-25,Mechanical Engineering,2024
2024-03-17,2024-03-26,2024-03-26,9.0,Returned On Time,33,Nudge,Economics,Author G,10048,Student 48,Student,21-23,Economics,2022
2024-03-30,2024-04-17,2024-04-14,15.0,Returned On Time,29,Democracy in America,Mathematics,Author C,10021,Student 21,Student,21-23,Computer Science,2024
2023-10-26,2023-11-10,2023-11-10,15.0,Returned On Time,43,Frankenstein,Computer Science,Author Q,10012,Student 12,Student,18-20,Mathematics,2023
2024-08-28,2024-09-23,2024-09-02,5.0,Returned On Time,28,The Federalist Papers,Computer Science,Author B,10035,Student 35,Student,18-20,Biology,2024
2024-12-20,2024-12-31,2024-12-31,11.0,Returned On Time,15,"Thinking, Fast and Slow",History,Author O,10007,Student 7,Student,21-23,Civil Engineering,2024
2023-04-07,2023-04-28,2023-04-12,5.0,Returned On Time,36,The Art of War,Computer Science,Author J,10013,Student 13,Student,18-20,Physics,2022
2023-01-24,2023-02-15,2023-02-02,9.0,Returned On Time,16,The Selfish Gene,Fiction,Author P,10020,Student 20,Student,18-20,Psychology,2023
2024-07-17,2024-08-07,2024-07-31,14.0,Returned On Time,29,Democracy in America,Mathematics,Author C,10020,Student 20,Student,18-20,Psychology,2023
2024-08-19,2024-09-01,2024-09-01,13.0,Returned On Time,6,Moby Dick,Computer Science,Author F,10034,Student 34,Student,21-23,Physics,2024
2023-08-07,2023-08-29,2023-08-10,3.0,Returned On Time,15,"Thinking, Fast and Slow",History,Author O,10050,Student 50,Student,18-20,History,2024
2024-10-25,2024-11-09,2024-11-09,15.0,Returned On Time,26,Linear Algebra Done Right,Mathematics,Author Z,10049,Student 49,Student,24-25,Sociology,2022
2023-10-25,2023-11-05,2023-11-05,11.0,Returned On Time,20,The Pragmatic Programmer,Economics,Author T,10018,Student 18,Student,21-23,Physics,2024
2024-05-10,2024-05-17,2024-05-17,7.0,Returned On Time,19,Clean Code,Science,Author S,10049,Student 49,Student,24-25,Sociology,2022
2023-12-18,2024-01-07,2023-12-27,9.0,Returned On Time,19,Clean Code,Science,Author S,10014,Student 14,Student,18-20,Chemistry,2022
2023-07-26,2023-08-12,2023-08-12,17.0,Returned On Time,27,Abstract Algebra,Philosophy,Author A,10002,Student 2,Student,21-23,Physics,2022
2024-02-01,2024-02-16,2024-02-11,10.0,Returned On Time,25,Calculus: Early Transcendentals,Science,Author Y,10028,Student 28,Student,18-20,Mathematics,2024
2023-06-20,2023-07-14,2023-07-04,14.0,Returned On Time,15,"Thinking, Fast and Slow",History,Author O,10027,Student 27,Student,21-23,English Literature,2022
2024-12-26,2025-01-16,2025-01-15,20.0,Returned On Time,22,Data Science for Business,Science,Author V,10001,Student 1,Student,18-20,Chemistry,2024
2024-10-10,2024-11-04,2024-11-02,23.0,Returned On Time,44,Dracula,Mathematics,Author R,10010,Student 10,Student,21-23,Psychology,2024
2024-02-16,2024-03-07,2024-02-23,7.0,Returned On Time,1,The Great Gatsby,Fiction,Author A,10049,Student 49,Student,24-25,Sociology,2022
2023-03-08,2023-03-17,2023-03-15,7.0,Returned On Time,43,Frankenstein,Computer Science,Author Q,10003,Student 3,Student,18-20,History,2023
2023-03-23,2023-04-13,2023-03-27,4.0,Returned On Time,1,The Great Gatsby,Fiction,Author A,10049,Student 49,Student,24-25,Sociology,2022
2024-05-25,2024-06-11,2024-06-11,17.0,Returned On Time,10,Crime and Punishment,Science,Author J,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2024-07-31,2024-08-09,2024-08-09,9.0,Returned On Time,14,Cosmos,Mathematics,Author N,10048,Student 48,Student,21-23,Economics,2022
2024-09-08,2024-10-04,,,Overdue,23,Machine Learning Yearning,Science,Author W,10037,Student 37,Student,24-25,Sociology,2022
2023-02-01,2023-02-28,2023-02-09,8.0,Returned On Time,18,The Elements of Style,History,Author R,10027,Student 27,Student,21-23,English Literature,2022
2024-03-17,2024-03-29,2024-03-29,12.0,Returned On Time,40,Brave New World,Philosophy,Author N,10017,Student 17,Student,21-23,Sociology,2024
2024-04-21,2024-05-08,2024-04-27,6.0,Returned On Time,15,"Thinking, Fast and Slow",History,Author O,10044,Student 44,Student,18-20,Civil Engineering,2023
2024-12-14,2024-12-22,2024-12-22,8.0,Returned On Time,5,The Catcher in the Rye,Mathematics,Author E,10030,Student 30,Student,18-20,History,2022
2024-08-04,2024-08-30,2024-08-19,15.0,Returned On Time,2,1984,Science,Author B,10040,Student 40,Student,21-23,Mathematics,2023
2024-02-12,2024-02-23,2024-02-23,11.0,Returned On Time,40,Brave New World,Philosophy,Author N,10050,Student 50,Student,18-20,History,2024
2024-09-25,2024-10-10,2024-10-02,7.0,Returned On Time,28,The Federalist Papers,Computer Science,Author B,10025,Student 25,Student,18-20,Computer Science,2022
2023-08-12,2023-08-20,2023-08-20,8.0,Returned On Time,12,Dune,Science,Author L,10050,Student 50,Student,18-20,History,2024
2023-01-23,2023-02-17,2023-01-28,5.0,Returned On Time,27,Abstract Algebra,Philosophy,Author A,10023,Student 23,Student,24-25,Mechanical Engineering,2022
2024-08-10,2024-08-28,2024-08-15,5.0,Returned On Time,14,Cosmos,Mathematics,Author N,10019,Student 19,Student,24-25,Psychology,2024
2023-05-28,2023-06-07,2023-06-07,10.0,Returned On Time,36,The Art of War,Computer Science,Author J,10046,Student 46,Student,18-20,English Literature,2024
2024-09-23,2024-10-10,2024-10-10,17.0,Returned On Time,48,Wuthering Heights,Computer Science,Author V,10015,Student 15,Student,24-25,Computer Science,2024
2023-05-30,2023-06-26,2023-06-15,16.0,Returned On Time,42,The Hobbit,Science,Author P,10006,Student 6,Student,21-23,History,2022
2024-06-11,2024-06-27,2024-06-27,16.0,Returned On Time,20,The Pragmatic Programmer,Economics,Author T,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2023-01-17,2023-01-30,2023-01-30,13.0,Returned On Time,36,The Art of War,Computer Science,Author J,10005,Student 5,Student,21-23,Computer Science,2023
2023-04-21,2023-05-16,2023-05-02,11.0,Returned On Time,20,The Pragmatic Programmer,Economics,Author T,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2024-06-21,2024-07-09,2024-07-05,14.0,Returned On Time,28,The Federalist Papers,Computer Science,Author B,10040,Student 40,Student,21-23,Mathematics,2023
2024-12-09,2024-12-20,2024-12-20,11.0,Returned On Time,35,The Structure of Scientific Revolutions,Computer Science,Author I,10012,Student 12,Student,18-20,Mathematics,2023
2024-12-13,2025-01-04,2024-12-22,9.0,Returned On Time,1,The Great Gatsby,Fiction,Author A,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2023-05-13,2023-05-27,2023-05-18,5.0,Returned On Time,48,Wuthering Heights,Computer Science,Author V,10007,Student 7,Student,21-23,Civil Engineering,2024
2023-06-24,2023-07-15,2023-07-06,12.0,Returned On Time,1,The Great Gatsby,Fiction,Author A,10020,Student 20,Student,18-20,Psychology,2023
2023-11-05,2023-11-28,2023-11-22,17.0,Returned On Time,37,Meditations,Fiction,Author K,10043,Student 43,Student,24-25,Biology,2024
2024-09-21,2024-10-16,2024-09-27,6.0,Returned On Time,22,Data Science for Business,Science,Author V,10023,Student 23,Student,24-25,Mechanical Engineering,2022
2023-07-01,2023-07-23,2023-07-16,15.0,Returned On Time,47,Sense and Sensibility,Economics,Author U,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2024-06-19,2024-07-06,2024-07-01,12.0,Returned On Time,1,The Great Gatsby,Fiction,Author A,10043,Student 43,Student,24-25,Biology,2024
2024-10-09,2024-10-16,2024-10-16,7.0,Returned On Time,14,Cosmos,Mathematics,Author N,10013,Student 13,Student,18-20,Physics,2022
2024-08-07,2024-08-29,2024-08-20,13.0,Returned On Time,32,Macroeconomics,Economics,Author F,10002,Student 2,Student,21-23,Physics,2022
2023-10-22,2023-11-06,2023-11-06,15.0,Returned On Time,12,Dune,Science,Author L,10035,Student 35,Student,18-20,Biology,2024
2024-01-14,2024-01-31,2024-01-31,17.0,Returned On Time,21,Introduction to Algorithms,Philosophy,Author U,10043,Student 43,Student,24-25,Biology,2024
2024-07-28,2024-08-11,,,Overdue,29,Democracy in America,Mathematics,Author C,10021,Student 21,Student,21-23,Computer Science,2024
2023-03-14,2023-03-29,,,Overdue,43,Frankenstein,Computer Science,Author Q,10018,Student 18,Student,21-23,Physics,2024
2024-12-14,2025-01-01,2024-12-17,3.0,Returned On Time,46,Treasure Island,Economics,Author T,10012,Student 12,Student,18-20,Mathematics,2023
2023-02-26,2023-03-21,2023-03-01,3.0,Returned On Time,32,Macroeconomics,Economics,Author F,10031,Student 31,Student,24-25,Mechanical Engineering,2024
2023-12-30,2024-01-24,2024-01-20,21.0,Returned On Time,26,Linear Algebra Done Right,Mathematics,Author Z,10006,Student 6,Student,21-23,History,2022
2023-09-01,2023-09-16,2023-09-14,13.0,Returned On Time,26,Linear Algebra Done Right,Mathematics,Author Z,10038,Student 38,Student,21-23,Civil Engineering,2024
2023-03-22,2023-04-17,2023-04-08,17.0,Returned On Time,41,Fahrenheit 451,Philosophy,Author O,10032,Student 32,Student,18-20,English Literature,2023
2024-04-14,2024-04-22,2024-04-22,8.0,Returned On Time,22,Data Science for Business,Science,Author V,10036,Student 36,Student,24-25,Electrical Engineering,2023
2023-05-10,2023-06-01,2023-05-27,17.0,Returned On Time,39,The Tipping Point,History,Author M,10030,Student 30,Student,18-20,History,2022
2024-10-25,2024-11-04,2024-10-31,6.0,Returned On Time,5,The Catcher in the Rye,Mathematics,Author E,10049,Student 49,Student,24-25,Sociology,2022
2024-04-08,2024-04-30,2024-04-14,6.0,Returned On Time,22,Data Science for Business,Science,Author V,10037,Student 37,Student,24-25,Sociology,2022
2023-05-20,2023-06-04,2023-05-31,11.0,Returned On Time,12,Dune,Science,Author L,10012,Student 12,Student,18-20,Mathematics,2023
2024-11-09,2024-11-25,2024-11-24,15.0,Returned On Time,17,A Brief History of Time,Philosophy,Author Q,10038,Student 38,Student,21-23,Civil Engineering,2024
2023-04-14,2023-04-28,2023-04-28,14.0,Returned On Time,28,The Federalist Papers,Computer Science,Author B,10033,Student 33,Student,18-20,Economics,2022
2024-06-30,2024-07-13,2024-07-13,13.0,Returned On Time,29,Democracy in America,Mathematics,Author C,10018,Student 18,Student,21-23,Physics,2024
2024-01-03,2024-01-21,2024-01-18,15.0,Returned On Time,43,Frankenstein,Computer Science,Author Q,10045,Student 45,Student,24-25,Physics,2022
2023-11-09,2023-11-30,2023-11-26,17.0,Returned On Time,1,The Great Gatsby,Fiction,Author A,10039,Student 39,Student,18-20,Mathematics,2022
2024-09-02,2024-09-14,2024-09-14,12.0,Returned On Time,28,The Federalist Papers,Computer Science,Author B,10016,Student 16,Student,24-25,Mechanical Engineering,2024
2023-08-17,2023-08-25,,,Overdue,24,Deep Learning,Science,Author X,10041,Student 41,Student,24-25,History,2023
2023-04-10,2023-05-01,2023-04-18,8.0,Returned On Time,3,To Kill a Mockingbird,Fiction,Author C,10005,Student 5,Student,21-23,Computer Science,2023
2023-04-19,2023-05-14,,,Overdue,49,Jane Eyre,History,Author W,10022,Student 22,Student,24-25,Civil Engineering,2024
2024-12-18,2024-12-26,2024-12-26,8.0,Returned On Time,42,The Hobbit,Science,Author P,10015,Student 15,Student,24-25,Computer Science,2024
2024-04-26,2024-05-08,2024-05-08,12.0,Returned On Time,17,A Brief History of Time,Philosophy,Author Q,10050,Student 50,Student,18-20,History,2024
2024-04-19,2024-05-09,2024-04-25,6.0,Returned On Time,29,Democracy in America,Mathematics,Author C,10022,Student 22,Student,24-25,Civil Engineering,2024
2023-08-31,2023-09-22,2023-09-05,5.0,Returned On Time,37,Meditations,Fiction,Author K,10032,Student 32,Student,18-20,English Literature,2023
2023-11-19,2023-12-07,2023-11-26,7.0,Returned On Time,15,"Thinking, Fast and Slow",History,Author O,10039,Student 39,Student,18-20,Mathematics,2022
2023-08-18,2023-09-03,2023-09-02,15.0,Returned On Time,46,Treasure Island,Economics,Author T,10028,Student 28,Student,18-20,Mathematics,2024
2024-03-02,2024-03-13,2024-03-07,5.0,Returned On Time,33,Nudge,Economics,Author G,10027,Student 27,Student,21-23,English Literature,2022
2024-01-24,2024-02-10,2024-02-07,14.0,Returned On Time,33,Nudge,Economics,Author G,10045,Student 45,Student,24-25,Physics,2022
2023-12-02,2023-12-14,2023-12-14,12.0,Returned On Time,47,Sense and Sensibility,Economics,Author U,10003,Student 3,Student,18-20,History,2023
2023-05-24,2023-06-01,2023-05-27,3.0,Returned On Time,33,Nudge,Economics,Author G,10006,Student 6,Student,21-23,History,2022
2023-07-25,2023-08-08,2023-08-08,14.0,Returned On Time,23,Machine Learning Yearning,Science,Author W,10001,Student 1,Student,18-20,Chemistry,2024
2024-07-13,2024-07-25,2024-07-25,12.0,Returned On Time,10,Crime and Punishment,Science,Author J,10029,Student 29,Student,24-25,Economics,2024
2023-09-14,2023-09-28,2023-09-25,11.0,Returned On Time,28,The Federalist Papers,Computer Science,Author B,10040,Student 40,Student,21-23,Mathematics,2023
2023-08-31,2023-09-13,2023-09-13,13.0,Returned On Time,25,Calculus: Early Transcendentals,Science,Author Y,10014,Student 14,Student,18-20,Chemistry,2022
2023-05-06,2023-05-22,2023-05-19,13.0,Returned On Time,46,Treasure Island,Economics,Author T,10023,Student 23,Student,24-25,Mechanical Engineering,2022
2024-10-14,2024-10-23,2024-10-20,6.0,Returned On Time,7,War and Peace,Computer Science,Author G,10028,Student 28,Student,18-20,Mathematics,2024
2024-02-02,2024-02-11,2024-02-09,7.0,Returned On Time,24,Deep Learning,Science,Author X,10030,Student 30,Student,18-20,History,2022
2024-02-10,2024-02-26,2024-02-26,16.0,Returned On Time,31,Microeconomics,Fiction,Author E,10041,Student 41,Student,24-25,History,2023
2024-08-16,2024-09-02,2024-09-02,17.0,Returned On Time,8,Hamlet,Computer Science,Author H,10006,Student 6,Student,21-23,History,2022
2024-05-17,2024-06-11,2024-05-29,12.0,Returned On Time,35,The Structure of Scientific Revolutions,Computer Science,Author I,10023,Student 23,Student,24-25,Mechanical Engineering,2022
2023-11-19,2023-12-10,2023-11-29,10.0,Returned On Time,35,The Structure of Scientific Revolutions,Computer Science,Author I,10046,Student 46,Student,18-20,English Literature,2024
2023-06-12,2023-07-07,2023-07-01,19.0,Returned On Time,6,Moby Dick,Computer Science,Author F,10009,Student 9,Student,24-25,Sociology,2023
2023-08-25,2023-09-17,,,Overdue,39,The Tipping Point,History,Author M,10041,Student 41,Student,24-25,History,2023
2024-05-21,2024-06-01,2024-06-01,11.0,Returned On Time,47,Sense and Sensibility,Economics,Author U,10045,Student 45,Student,24-25,Physics,2022
2023-07-13,2023-08-06,2023-07-30,17.0,Returned On Time,27,Abstract Algebra,Philosophy,Author A,10041,Student 41,Student,24-25,History,2023
2023-12-28,2024-01-20,2024-01-09,12.0,Returned On Time,48,Wuthering Heights,Computer Science,Author V,10047,Student 47,Student,21-23,Mechanical Engineering,2023
2023-11-20,2023-12-12,2023-11-23,3.0,Returned On Time,46,Treasure Island,Economics,Author T,10033,Student 33,Student,18-20,Economics,2022
2023-02-26,2023-03-13,2023-03-13,15.0,Returned On Time,11,The Lord of the Rings,Mathematics,Author K,10019,Student 19,Student,24-25,Psychology,2024
2023-02-22,2023-03-18,2023-03-14,20.0,Returned On Time,7,War and Peace,Computer Science,Author G,10004,Student 4,Student,24-25,Chemistry,2023
2024-11-15,2024-12-04,2024-11-26,11.0,Returned On Time,6,Moby Dick,Computer Science,Author F,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2023-01-06,2023-01-15,,,Overdue,42,The Hobbit,Science,Author P,10018,Student 18,Student,21-23,Physics,2024
2024-03-01,2024-03-17,2024-03-14,13.0,Returned On Time,10,Crime and Punishment,Science,Author J,10019,Student 19,Student,24-25,Psychology,2024
2024-03-12,2024-03-20,2024-03-20,8.0,Returned On Time,42,The Hobbit,Science,Author P,10026,Student 26,Student,24-25,Electrical Engineering,2024
2024-09-17,2024-10-01,2024-10-01,14.0,Returned On Time,18,The Elements of Style,History,Author R,10038,Student 38,Student,21-23,Civil Engineering,2024
2023-07-24,2023-08-10,2023-08-10,17.0,Returned On Time,6,Moby Dick,Computer Science,Author F,10031,Student 31,Student,24-25,Mechanical Engineering,2024
2024-09-07,2024-09-14,,,Overdue,25,Calculus: Early Transcendentals,Science,Author Y,10034,Student 34,Student,21-23,Physics,2024
2024-09-11,2024-09-21,2024-09-21,10.0,Returned On Time,4,Pride and Prejudice,Computer Science,Author D,10007,Student 7,Student,21-23,Civil Engineering,2024
2023-01-24,2023-02-11,2023-01-31,7.0,Returned On Time,25,Calculus: Early Transcendentals,Science,Author Y,10022,Student 22,Student,24-25,Civil Engineering,2024
2024-03-19,2024-04-04,2024-03-23,4.0,Returned On Time,47,Sense and Sensibility,Economics,Author U,10040,Student 40,Student,21-23,Mathematics,2023
2023-04-28,2023-05-25,2023-05-08,10.0,Returned On Time,42,The Hobbit,Science,Author P,10009,Student 9,Student,24-25,Sociology,2023
2024-07-01,2024-07-24,2024-07-12,11.0,Returned On Time,26,Linear Algebra Done Right,Mathematics,Author Z,10007,Student 7,Student,21-23,Civil Engineering,2024
2023-06-27,2023-07-14,2023-07-13,16.0,Returned On Time,19,Clean Code,Science,Author S,10024,Student 24,Student,21-23,Physics,2024
2024-03-18,2024-04-06,2024-03-28,10.0,Returned On Time,18,The Elements of Style,History,Author R,10004,Student 4,Student,24-25,Chemistry,2023
2023-11-03,2023-11-21,2023-11-09,6.0,Returned On Time,49,Jane Eyre,History,Author W,10041,Student 41,Student,24-25,History,2023
2024-12-21,2025-01-16,2025-01-12,22.0,Returned On Time,12,Dune,Science,Author L,10038,Student 38,Student,21-23,Civil Engineering,2024
2023-08-05,2023-08-18,2023-08-18,13.0,Returned On Time,25,Calculus: Early Transcendentals,Science,Author Y,10020,Student 20,Student,18-20,Psychology,2023
2024-03-29,2024-04-10,,,Overdue,43,Frankenstein,Computer Science,Author Q,10001,Student 1,Student,18-20,Chemistry,2024
2024-03-15,2024-03-22,,,Overdue,1,The Great Gatsby,Fiction,Author A,10039,Student 39,Student,18-20,Mathematics,2022
2024-08-15,2024-09-07,2024-09-01,17.0,Returned On Time,34,Freakonomics,Computer Science,Author H,10045,Student 45,Student,24-25,Physics,2022
2024-12-10,2024-12-23,2024-12-18,8.0,Returned On Time,45,Alice's Adventures in Wonderland,Computer Science,Author S,10037,Student 37,Student,24-25,Sociology,2022
2023-05-23,2023-06-05,2023-06-02,10.0,Returned On Time,13,Sapiens: A Brief History of Humankind,Mathematics,Author M,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2023-06-27,2023-07-07,2023-07-03,6.0,Returned On Time,49,Jane Eyre,History,Author W,10020,Student 20,Student,18-20,Psychology,2023
2024-12-27,2025-01-22,2025-01-18,22.0,Returned On Time,43,Frankenstein,Computer Science,Author Q,10044,Student 44,Student,18-20,Civil Engineering,2023
2024-12-13,2024-12-20,2024-12-20,7.0,Returned On Time,12,Dune,Science,Author L,10038,Student 38,Student,21-23,Civil Engineering,2024
2023-09-22,2023-10-04,2023-10-03,11.0,Returned On Time,42,The Hobbit,Science,Author P,10046,Student 46,Student,18-20,English Literature,2024
2023-01-07,2023-01-31,2023-01-16,9.0,Returned On Time,25,Calculus: Early Transcendentals,Science,Author Y,10021,Student 21,Student,21-23,Computer Science,2024
2023-05-04,2023-05-21,2023-05-21,17.0,Returned On Time,17,A Brief History of Time,Philosophy,Author Q,10020,Student 20,Student,18-20,Psychology,2023
2024-12-06,2024-12-17,2024-12-17,11.0,Returned On Time,36,The Art of War,Computer Science,Author J,10035,Student 35,Student,18-20,Biology,2024
